Temperature,Humidity,Precipitation (%),UV Index,Pressure,Condition
24.82115184491675,83.4119715838248,17.89493297321253,9.978796595511964,999.9309547940909,Rainy
22.615844212346317,88.50773112702436,15.30578471430285,10.179656267133051,1006.3272601747391,Rainy
27.152127861213646,53.32096808004292,66.68388685221652,11.152775351699741,1009.6684676592446,Sunny
22.58848018904738,32.3523480655059,68.8648118013104,7.832533742680784,996.4906765156364,Cloudy
27.2996244527774,90.66056857448756,60.55983159636968,9.562319556692977,994.7750604562227,Sunny
31.26591318778584,43.481718352221186,48.538706124633094,9.54877144445424,1012.4311131474062,Sunny
29.233280874635593,30.730285050585454,73.16603362686904,1.5066569684677291,1007.473221235531,Cloudy
31.222899412708514,86.56426091186522,96.17651498890629,2.054406317734757,1012.0557397908595,Sunny
20.57239558846046,47.0032005709345,36.36998173102618,4.172157440999962,1000.3106077855888,Sunny
26.17394618232715,45.891378738518156,71.89355231861927,3.389542651578953,1014.3154414618305,Sunny
29.77662511284379,70.34008866049813,64.48597644217855,11.25773470256274,1000.3046967293731,Sunny
32.07614876376237,53.1117985055479,83.22111151135839,10.715711784138506,1008.5610367846076,Rainy
27.8787296615809,86.6936932613663,25.15997705234907,7.394497272042651,1016.9338380652016,Cloudy
23.588061883275927,50.71678878982904,47.9145506456868,1.384972772128671,1019.5686602423514,Rainy
21.682175472653903,49.726208751422035,29.196279696379747,6.182768137171058,1004.8631400417503,Rainy
20.002591657019643,66.71304558262227,21.78436549894154,4.406561206316165,1018.5828305063354,Cloudy
25.478147489652997,43.45642607019378,67.73491848727356,3.98795579757467,1007.0964109329535,Rainy
28.44703398730563,52.2645400303943,91.1963084976221,2.5607879017519424,994.5342057054953,Rainy
20.838185438425747,59.646940513803635,1.2914147360703288,2.7425767525922975,1007.3325355967228,Cloudy
28.01940166135085,85.36352138519538,78.13126562757553,6.283764601450774,991.4245087088946,Cloudy
34.406767080946686,56.925872021512774,66.38222133467107,11.023222919874943,1016.4782736065899,Sunny
33.271178049322735,76.83268751851548,62.4209341883118,9.327314924110063,990.5055005432512,Cloudy
24.012224583045715,44.18463638873854,84.00781439543294,10.409417761133177,997.0612372329495,Rainy
28.912858942737746,48.317079402561696,8.181977985593193,3.2126617826695676,997.3196271546798,Cloudy
34.94403374145028,54.87757405689633,68.28061311917651,2.5327768422102843,991.9396866578498,Rainy
33.61390401005802,77.74530143267776,3.5264111932172826,5.712207076680668,1009.4874845694304,Sunny
27.467319623899947,64.03047368100293,8.717653624611643,5.572342813783003,1013.4515720152108,Rainy
27.83487386663503,65.54143349881124,9.861301318383298,10.864751526025538,1017.7206599078634,Sunny
26.878140019510365,79.60661730982227,96.27771442672902,6.363286998290556,1013.9351112001021,Cloudy
20.495330068076267,56.87141197438986,82.35078117013084,5.676944453651032,1003.0410600593306,Cloudy
25.92066812409173,82.80145707006257,5.007888135018657,11.335566057209544,1015.222263575417,Rainy
25.757186141082414,70.97677680323582,37.34869718728772,10.92404127781316,1000.8202637435686,Sunny
30.346589237232408,86.05492283069623,13.70561490957315,7.015769134333592,994.7969830774476,Sunny
34.73209536953212,81.74517686250482,34.042913864305376,10.2514161604355,1008.2916745429999,Cloudy
32.48274413024479,89.10292777561747,52.30727361523726,11.84434011816263,1006.0198871383294,Sunny
26.697023947232072,78.5617216240972,1.896523629525404,4.683951012827248,1006.1449418816414,Sunny
23.500641934314356,37.74459579284066,16.095503675834433,2.2357842446916636,1018.028478262517,Cloudy
20.092438344352953,44.38506512204904,67.24994069299264,5.97807730050188,1018.8451781932025,Cloudy
29.299442606123364,88.63083155590627,36.80694240307534,10.215888342363268,1006.0618909339402,Cloudy
31.13722804632627,94.11360641208067,39.889129840196155,4.954577874926399,997.8647921305413,Sunny
20.846193823313193,55.019682154740835,45.70251800507186,7.075856523233169,1014.7677213022258,Sunny
23.976187001988258,49.70460252472128,61.52029855766587,6.553792897484658,1006.3798937852433,Rainy
31.50805954289227,92.87239371359203,82.3309233819375,7.3692452972884315,1018.3962312060454,Cloudy
26.918481244272712,83.15453436674173,92.40380453281932,3.1352980588441057,1015.2892893099561,Cloudy
20.280314005820614,45.318405432624736,78.79562264951136,2.5935483202379577,998.8965193182248,Cloudy
20.186193076577574,83.56011211639753,99.2983087718697,2.5982460057994623,1006.5035008245817,Rainy
32.18395835780975,84.39653734201863,37.771785465990746,7.232754948774877,1003.4345924645019,Sunny
31.197525350509096,50.847500401892326,84.309686307431,10.797154334720544,1001.1898830847,Sunny
32.68278631310967,51.83122161627705,52.48700930045887,4.1202972764112005,996.6746020635421,Rainy
26.569298979544424,50.103551981954546,43.768955359835196,4.148523394987214,990.8859814980856,Sunny
25.516443094262346,79.45420279092878,2.115080524234325,2.3783995599369305,1014.4223752377554,Cloudy
24.872624746591562,60.94302275653878,28.059298138532306,1.769905029975415,998.7304606925435,Rainy
32.51542074280637,48.82578708531469,11.033613368409156,6.48897165668586,1012.8502400932551,Cloudy
28.007909092433906,59.52949048945253,49.66316493249676,8.932657204492031,1015.0557767767278,Rainy
27.400520049471645,76.66891520301016,92.17736277030556,7.877359333570812,1016.9757370491084,Sunny
29.70467789008602,85.74657834757977,11.045843019176505,4.853682540751163,1003.3663123479448,Sunny
20.746580630676416,94.87682826794878,70.69775869417137,10.22786526302634,1010.0528788066631,Cloudy
22.746494469871323,66.98538330589044,93.90957064598216,6.695388565857604,997.5152932811517,Rainy
20.729822973074082,52.57964160370838,91.92074886222078,1.8831400152456115,997.9108379655258,Cloudy
21.181206321638307,56.72783576974034,50.09103371770763,3.043517693930815,1015.0073845642294,Rainy
29.388477343506864,92.00698921500776,7.512813462794366,9.365571660113993,1000.1213706511076,Cloudy
25.497191915108104,93.8233201185513,63.177497143211404,5.699447431430576,1018.1189172552808,Cloudy
21.74624738717948,77.85551228118786,62.41533784091129,3.1549495228476583,1009.1842544894514,Sunny
30.851489923695166,46.04600552916112,15.130544232131104,8.769274601428938,993.429790402179,Sunny
34.48517096623526,30.66553082789124,40.198822733465136,11.10573999750559,1012.8597761577405,Cloudy
22.12382069429899,61.31900186464395,16.475853173083998,1.7246352548360164,1017.9980618779362,Sunny
33.941190145662205,79.89700683415936,38.27463819411712,5.746439554552906,1003.1581496044707,Rainy
32.83376919713621,30.62102690409639,74.51298698627846,8.278063782850463,1008.3975882696817,Cloudy
27.142469215236975,73.17420476486151,91.59858756095387,8.800314798852606,1010.1497460777733,Rainy
25.950953898848883,68.36380988529841,48.78521222270332,5.934334981319701,1008.3650806004159,Sunny
27.892665926513185,90.12895388114104,88.61382420069951,10.962293182918513,1015.0797837399941,Cloudy
24.19145404994366,75.8994456081257,69.84327502459693,5.78251042253779,1019.811100164512,Sunny
30.898346078131198,31.014385749025937,53.85708021026292,4.638635290000227,993.4803670381782,Sunny
30.56050047980264,64.93660493918216,43.11204285242481,2.011733142662929,1013.0499799108211,Cloudy
33.45047358191214,72.29322919171932,68.83485914947394,3.4280845290834963,1011.3725752783172,Rainy
27.18845170864838,46.59952197342339,90.97933888787702,0.4926333723127949,992.8669841370145,Rainy
27.25059581887835,76.89724563246637,51.0948942698252,2.503463709467579,1015.7510170108736,Sunny
31.837186191502084,46.10888805617594,35.18297819267152,8.437366520031834,1001.7688811840732,Cloudy
22.150863521686553,72.95202465570213,41.81167507374748,2.1724494830319805,991.1665280922396,Cloudy
23.290957942445488,62.82580359995633,8.280546617608842,8.112469557950654,1002.3472269678585,Rainy
27.227141717293076,57.20764060822006,46.39407174321999,3.1131495788440584,993.3771734301743,Cloudy
22.098704798782432,80.13562388900934,19.36967981046902,3.6552980961159847,1007.5871035053307,Cloudy
25.54555546459935,36.287264524783616,24.975147606172698,8.02836297330941,1012.2522121478173,Cloudy
34.70188152664635,71.65806299239443,44.22081800454285,9.730187457262915,990.8931950528026,Sunny
24.730491213346998,62.299481123469064,48.16383260814623,5.433933507890039,993.0800386089152,Sunny
24.912775035006383,57.96243291918324,97.7138145146276,3.4493889208667836,999.1989359127354,Sunny
29.634874743770165,73.6940896379917,88.11634043812919,1.3512526903192668,993.3253985692929,Rainy
27.549020669705037,42.808414983963516,38.94061906025292,2.3276755309863795,992.037018502848,Rainy
33.917515519955025,56.08609059445733,70.90444308434188,9.769836047942627,1013.8481061141687,Rainy
34.59477362864646,37.878327992065984,2.87595195348197,9.426386177807883,1019.2316766353048,Cloudy
34.26988693065442,77.68177869404178,8.416551702068787,3.5063408315516047,1016.8837477869389,Cloudy
22.344182290301,34.88142124157067,47.92481086899269,10.633280331019236,1006.5308459139267,Sunny
30.744189265803975,40.627004902265696,68.75826881625643,1.2870695978690767,997.9606478062547,Sunny
29.733935082290042,93.36389305183675,15.661986168526576,2.2652194137548487,1002.575155757432,Cloudy
20.666756571372673,92.3898613659324,85.13602548202122,6.761560015600743,992.1588360746551,Cloudy
26.046225848166838,65.7613742933203,10.931753324784655,2.58276297486451,1009.5850919966898,Cloudy
23.971214886068587,70.18231406403507,98.6948341600984,2.3397360018450906,1014.6861338981536,Cloudy
21.948035206249983,61.27522555732355,10.153799308700773,4.758784044773687,1015.7738229526052,Sunny
34.55792713625381,53.63179176241999,86.61379054110334,11.440956007031016,995.3294771623581,Rainy
30.988038664576923,77.56195602251691,26.262459510876603,11.07551633161674,995.2821653335989,Cloudy
33.27504349611879,83.79077097453876,80.535958622313,10.180864232334173,1007.6131409155873,Cloudy
34.113933865560966,38.568237008016105,65.92208626650095,11.956762534847162,995.8035207568074,Sunny
32.02229123518107,45.2374895969504,24.848537185820973,10.345178889213713,998.5750575274103,Cloudy
25.897125679105326,82.94743593123819,64.69474746449161,4.4906676804530345,1007.3832901063178,Sunny
28.661350971387844,33.73192780213425,46.70330186526079,9.326692349068292,1003.1018591772881,Sunny
21.210580600491934,62.61413057283932,47.649864466608896,2.430278229295174,1010.7922019376964,Cloudy
21.69932589255586,62.79778144611582,81.59778049356204,6.483432508742609,999.1616408296936,Sunny
29.8506598314544,30.002816196317056,24.792279673087194,2.1538099952288365,1006.8825002786522,Rainy
33.24977792512368,77.16490986245087,86.06884753829758,11.331375980637604,1009.7174374399813,Rainy
22.44482922816484,87.83648112947485,19.422045103088536,5.669016519849478,1003.3195414584127,Rainy
27.419928270185537,84.26662260080442,14.179953562708548,10.797760183788032,1010.3322971368812,Sunny
25.82045374048877,58.0235421463508,9.82508581106507,4.8898477773172155,1010.7393242706687,Rainy
26.17429438325793,63.98702708051167,92.00863243436976,6.501944531864208,1001.5492666886905,Rainy
30.65874290952491,54.98321633851512,14.256707596747198,6.047315325067823,1005.9573570833413,Rainy
32.69332975534371,81.97561041922629,71.94196595234071,10.239324011834047,1007.8692512605916,Cloudy
28.727370367180406,58.62241536808336,35.69050023259045,2.3303086402621536,1015.7122028299249,Sunny
24.487905878620584,92.84671161467304,53.46690129134606,6.62587979088562,1013.6866235140347,Cloudy
24.856485682677633,82.36277765006872,26.54341876080164,7.747965337936332,998.860826330375,Sunny
20.83469383921097,41.890341021714605,54.19458007480134,5.116486002144288,994.0405948400528,Cloudy
24.91697181401302,31.769935837425468,99.22655553239976,2.4111277348709494,1019.466949663038,Rainy
26.142414105652914,68.80533704520568,14.47849590676652,1.3135025785403411,1005.2382189578639,Rainy
21.52981781159475,32.84858292287974,77.05555378676175,10.302067869983167,1019.198384075465,Sunny
31.30596809309621,61.650853503601454,67.49585487735042,4.651975896055884,995.9669767458037,Rainy
22.88687351509972,52.78559765885953,49.823480058483085,1.434857806460804,1004.773001608746,Cloudy
31.948879307996947,94.3496734253764,87.15161279396261,5.313037596198048,1006.8481459767937,Rainy
32.419100040369024,92.42953791593462,9.701587536863121,10.973444241349057,1010.86652523424,Sunny
28.655447893855154,78.21330291861315,53.74029706525813,11.735010863581223,998.6324830274643,Rainy
21.371027249891604,54.639082701852345,18.53573619942376,9.849065982426724,1000.9259033317765,Cloudy
24.336244492795995,33.43099673917099,26.76590416734239,4.344191290365357,1006.8301421398513,Cloudy
20.2961439333436,38.34582298447153,75.96488929812655,2.242391523084217,1003.0452869121724,Sunny
29.31705794452887,79.14171636488925,2.2569377386761458,4.570757499066308,1002.053464122675,Sunny
24.08511056158721,75.52624820548881,39.85581714979701,4.562470747978383,1017.4180320106207,Sunny
22.730497207747124,60.43051404128755,66.89814237074052,1.5914112694658198,1013.4754723842541,Rainy
20.87259255368761,31.565751574311246,61.61375473502747,8.10543242892992,996.3781873081963,Rainy
32.94508294001915,55.27165689959671,40.3512396083495,4.56196678983328,1017.1216953449267,Cloudy
34.78237666802798,46.442320110856144,99.61364068214408,2.365789334088496,1019.2991403881167,Cloudy
24.34808517513929,62.99298294064767,54.502250537561345,7.240890090679204,1002.4869408704111,Cloudy
29.17678028161717,78.57312574536596,94.32355861486751,11.608768422666614,1013.73549435556,Sunny
26.922508588940644,31.769630689534097,7.146551365916542,1.5398496656041982,1003.6804388778551,Sunny
27.10531183656836,75.54992169502066,51.838215590282246,2.576854737974617,990.2461674605652,Cloudy
23.297752829510102,53.338421068599544,98.92177022542573,5.524680949543976,1008.2222111436846,Sunny
28.818197803512973,75.51484002170281,87.905913084181,8.94777015622282,991.6570640268703,Rainy
25.711127622368604,41.36327584965253,88.62128719881069,3.621008450660619,1011.8744877654694,Rainy
34.03284688690282,39.71312031703549,90.35004913667358,6.059721589413941,1019.674862985288,Sunny
24.588699508771768,48.287599773129216,4.326411452905921,10.461497689266587,993.5855557456027,Sunny
22.958291153668025,81.67257569067414,48.79070319758618,9.205863886016001,1001.3834116977519,Rainy
20.01708359912905,54.784965767067185,84.27159975457582,10.22972189173637,1010.0036407742914,Sunny
31.2298198361962,40.87346458388227,97.3045035792876,2.6010056612388417,998.0931254106374,Sunny
26.95483224768951,65.72655315872706,95.29012883723833,9.455128111789985,997.45067347795,Cloudy
34.747944659464515,88.10732668404793,66.09342150445079,0.20936723257647571,1009.6360905706678,Cloudy
30.18442309941573,92.23843736377134,45.486898841747326,8.022378230168739,1010.6969080242375,Cloudy
23.11272701868094,57.55610466520014,51.57542140882849,2.2567048590462067,1009.9101876406811,Sunny
31.953503923034454,69.36864532296588,42.206920708833486,2.5432397111458793,990.1280183298444,Sunny
28.4954324823904,52.27594803964235,13.87087979867565,8.466997410849991,1009.9768831576814,Rainy
28.802122379611127,62.142852622822765,87.45897045961685,6.706501051038023,1003.3064149490054,Cloudy
30.11686462382544,68.22665636758951,15.728628887452434,11.76774976873271,1018.0066648716877,Rainy
32.12523263190663,89.48539274904552,43.85801124835549,7.277682132282198,1001.928801634983,Sunny
25.011429325948498,53.35627383101308,62.97196339093255,5.003853904147194,1006.6719939095996,Cloudy
30.05815391767613,91.70773170594398,52.548236435736285,9.203614581297355,1001.4379288129826,Sunny
20.702714993343726,82.47296523617408,91.2630087781268,10.245044585561091,990.6095933017727,Cloudy
29.657526779358264,73.29757277791475,69.86338784763359,0.048592217715235364,999.8499998420809,Cloudy
26.06045657643324,35.34697169964538,23.032124066398417,2.732602969709697,1014.678870936597,Sunny
21.871718160052463,72.61961230085592,23.526603561843096,9.99305222239196,1000.804429702581,Sunny
20.09206921827046,31.32800541128571,38.996930470931446,3.58396217679385,1003.2472091045366,Sunny
25.497774657506476,63.59668901594745,17.009864968565036,10.081502573185027,990.3025348165212,Cloudy
32.58701358050574,49.89316725920458,1.2814732866675227,7.574096625592516,993.7333246910282,Cloudy
25.020381109168465,62.83011840448221,98.1874928423033,1.0046135988848381,1005.0896739262795,Sunny
30.077954306855798,93.69087873382068,19.438737965389763,4.588608442494551,1003.1618874210278,Sunny
27.582361956343135,69.77604170156658,61.79008270832947,1.0360157983076785,1003.8865353256269,Rainy
28.85008952609155,44.79796837662934,36.06792530011524,0.10978374913115596,1014.9559764295251,Cloudy
21.524037186961706,90.74542980892338,11.517842265952593,11.71535516526711,1018.240882107415,Cloudy
30.014671831572443,49.331629377729364,87.25572726975027,2.697162609471568,1003.5765034521262,Sunny
22.25387946363125,64.94979669377238,92.04221703307738,6.271313201018664,1012.0939973179417,Cloudy
23.171249844578522,33.90851802796644,17.810429703629538,7.939084426449746,1005.1696459045329,Sunny
21.975533253274563,48.09788947325232,22.96275213122525,10.104650170058601,996.3731786439496,Sunny
21.681919510633602,44.73236030275495,32.37779879360628,9.360981809757643,995.2690579273414,Rainy
22.54209426171822,92.25032903152011,7.0573940361573495,11.38133110815051,1013.9502602542781,Cloudy
26.240836253833454,58.848209895180055,47.57336346945779,10.574970861101376,1003.175765667416,Rainy
22.871334933081968,93.30442897384641,11.652166095210026,1.0952523013922084,1008.4207629987353,Sunny
30.822011518583388,57.79159046340215,81.55526900439902,10.591899329984,1007.6210188073973,Rainy
22.27498899789318,88.24133918511328,17.590344722943296,3.2657667776328,1007.9115948258028,Sunny
33.759841853284094,59.19731816903574,79.6663324369276,0.6950872435903848,1008.8901985782376,Cloudy
31.103740902312175,89.05370240622123,21.547194631038437,5.128678597598391,994.9712523053245,Cloudy
23.402854517897005,76.35249061389331,80.03403134767154,4.570142871583039,1009.1752318455125,Sunny
33.266953761201904,52.98150114878901,34.614816436908804,8.786862184178808,1016.0567172297733,Sunny
34.18435724322485,50.795534203280454,29.409326582429387,10.31637407731965,1008.1625821222442,Sunny
28.618707888106478,92.262782973344,37.707265570914615,0.34480128130769927,1018.2542987055804,Rainy
33.86249995945569,52.483313452536756,47.004421270323405,3.291412652870081,996.4913352182114,Sunny
22.189911328413036,92.96515740262717,33.71112363327002,3.2996814204815093,1013.2316538075697,Sunny
32.772770444533364,44.32603286083594,81.56009740305619,4.315774488339574,993.0019792585824,Rainy
24.824236746823438,70.88917132443987,52.662029477266245,9.53062706400309,1002.5423738286281,Sunny
28.258574456986313,30.667155712186794,98.09579986218479,10.892632760089416,1019.7108953284475,Cloudy
28.73957247052073,34.99151568968656,55.097890014230885,8.410769717926105,994.8171491558196,Cloudy
28.241811328384536,63.01614731521753,97.98011207868313,2.410949286040605,1000.7999429658443,Cloudy
33.07545645782052,39.358850525598136,90.23884007190746,4.089612812696689,1000.9277157530955,Sunny
29.585871909042876,39.497087063035295,13.51688304588875,4.664658121933179,995.9405925065939,Sunny
24.812157157958723,91.16624534765299,28.792478733408622,8.642684579857384,1005.4686681031458,Sunny
26.96748464361167,51.12946500491432,37.16365722479278,11.03423720797058,996.3279136484318,Rainy
26.990817666293225,33.558741678241454,93.85735838674822,6.940004632899894,1007.0257339173841,Rainy
24.996844386149952,67.34239453580173,85.24068670803295,9.787486579308235,996.8175446400656,Cloudy
2026-03-02T11:28:08.040436,29.8,45.0,0.0,7.6,1011.0,Cloudy
2026-03-02T11:28:10.097742,29.7,43.0,0.0,7.6,1013.0,Cloudy
2026-03-02T11:28:12.136210,29.7,42.5,0.0,8.4,1010.5,Cloudy
2026-03-02T11:28:14.175251,30.4,46.0,0.0,7.6,1012.0,Cloudy
2026-03-02T11:28:16.202009,29.6,47.5,0.0,8.2,1011.0,Cloudy
2026-03-02T11:28:18.243777,30.3,42.5,0.0,8.0,1013.5,Cloudy
2026-03-02T11:28:20.283068,29.9,43.0,0.0,8.2,1012.0,Cloudy
2026-03-02T11:28:22.319323,29.5,43.0,0.0,7.8,1012.0,Cloudy
2026-03-02T11:28:23.864276,29.9,47.0,0.0,8.0,1012.0,Cloudy
2026-03-02T11:28:25.900154,29.9,43.0,0.0,8.4,1011.5,Cloudy
2026-03-02T11:28:27.945271,30.3,42.5,0.0,7.6,1013.5,Cloudy
2026-03-02T11:28:29.981268,29.7,46.5,0.0,8.2,1010.5,Cloudy
2026-03-02T11:28:32.017673,29.5,42.5,0.0,8.4,1013.5,Cloudy
2026-03-02T11:28:34.068149,29.5,42.5,0.0,8.2,1011.0,Cloudy
2026-03-02T11:28:36.104779,29.5,46.0,0.0,8.0,1012.0,Cloudy
2026-03-02T11:28:38.147550,29.7,43.5,0.0,8.0,1013.0,Cloudy
2026-03-02T11:28:40.185530,30.5,45.5,0.0,7.8,1011.5,Cloudy
2026-03-02T11:28:42.224229,29.8,43.5,0.0,8.2,1013.0,Cloudy
2026-03-02T11:28:44.260481,30.1,43.0,0.0,7.6,1012.5,Cloudy
2026-03-02T11:28:46.323324,30.5,47.5,0.0,8.0,1010.5,Cloudy
2026-03-02T11:28:47.860871,29.7,44.0,0.0,8.4,1012.5,Cloudy
2026-03-02T11:28:49.902001,30.4,46.0,0.0,7.6,1012.5,Cloudy
2026-03-02T11:28:51.937840,29.6,44.0,0.0,8.2,1011.5,Cloudy
2026-03-02T11:28:53.973553,29.6,46.0,0.0,7.6,1010.5,Cloudy
2026-03-02T11:28:56.014931,30.0,47.5,0.0,7.8,1011.0,Cloudy
2026-03-02T11:28:58.071277,29.9,47.0,0.0,8.4,1012.0,Cloudy
2026-03-02T11:29:00.108245,30.3,46.0,0.0,8.2,1013.0,Cloudy
2026-03-02T11:29:02.146373,30.5,43.0,0.0,8.0,1013.5,Cloudy
2026-03-02T11:29:04.186463,29.9,42.5,0.0,7.8,1012.0,Cloudy
2026-03-02T11:29:06.238476,30.3,43.5,0.0,8.4,1012.5,Cloudy
2026-03-02T11:29:08.296024,30.1,43.5,0.0,7.6,1011.5,Cloudy
2026-03-02T11:29:10.336955,29.9,43.0,0.0,8.4,1011.5,Cloudy
2026-03-02T11:35:04.082000,30.5,46.0,0.0,8.0,1010.5,Cloudy
2026-03-02T11:35:06.115763,30.3,43.5,0.0,8.2,1013.5,Cloudy
2026-03-02T11:35:08.136440,29.8,45.0,0.0,7.6,1011.0,Cloudy
2026-03-02T11:35:10.167948,29.7,43.0,0.0,7.6,1013.0,Cloudy
2026-03-02T11:35:12.239908,29.7,42.5,0.0,8.4,1010.5,Cloudy
2026-03-02T11:35:14.272114,30.4,46.0,0.0,7.6,1012.0,Cloudy
2026-03-02T11:35:16.319786,29.6,47.5,0.0,8.2,1011.0,Cloudy
2026-03-02T11:35:18.363989,30.3,42.5,0.0,8.0,1013.5,Cloudy
2026-03-02T11:35:20.383810,29.9,43.0,0.0,8.2,1012.0,Cloudy
2026-03-02T11:35:22.405559,29.5,43.0,0.0,7.8,1012.0,Cloudy
2026-03-02T11:35:24.432124,29.9,47.0,0.0,8.0,1012.0,Cloudy
2026-03-02T11:35:26.452264,29.9,43.0,0.0,8.4,1011.5,Cloudy
2026-03-02T11:35:27.975256,30.3,42.5,0.0,7.6,1013.5,Cloudy
2026-03-02T11:35:29.993228,29.7,46.5,0.0,8.2,1010.5,Cloudy
2026-03-02T11:35:32.012705,29.5,42.5,0.0,8.4,1013.5,Cloudy
2026-03-02T11:35:34.030974,29.5,42.5,0.0,8.2,1011.0,Cloudy
2026-03-02T11:35:36.050221,29.5,46.0,0.0,8.0,1012.0,Cloudy
2026-03-02T11:35:38.070400,29.7,43.5,0.0,8.0,1013.0,Cloudy
2026-03-02T11:50:49.186510,30.5,43.0,0.0,8.2,1013.5,Cloudy
2026-03-02T11:50:50.972030,30.3,44.0,0.0,8.4,1011.0,Cloudy
2026-03-02T11:50:52.976872,30.4,44.5,0.0,7.6,1011.5,Cloudy
2026-03-02T11:50:54.975472,30.5,45.0,0.0,8.0,1013.0,Cloudy
2026-03-02T11:50:56.980784,29.6,45.0,0.0,7.6,1012.0,Cloudy
2026-03-02T11:50:58.980551,30.1,46.0,0.0,8.4,1010.5,Cloudy
2026-03-02T11:51:00.983819,29.9,47.0,0.0,8.4,1011.5,Cloudy
2026-03-02T11:51:02.980982,30.0,42.5,0.0,8.0,1012.0,Cloudy
2026-03-02T11:51:04.984129,29.5,42.5,0.0,7.6,1013.0,Cloudy
2026-03-02T11:51:06.998569,30.3,46.5,0.0,8.4,1012.5,Cloudy
2026-03-02T11:51:08.993026,30.2,42.5,0.0,8.2,1010.5,Cloudy
2026-03-02T11:51:10.994445,30.5,46.0,0.0,8.2,1012.5,Cloudy
2026-03-02T11:51:12.995256,30.2,46.5,0.0,7.8,1013.0,Cloudy
2026-03-02T11:51:15.003650,30.3,42.5,0.0,8.2,1012.0,Cloudy
2026-03-02T11:51:17.000453,30.1,43.5,0.0,7.6,1010.5,Cloudy
2026-03-02T11:51:19.001346,29.6,46.5,0.0,8.4,1012.0,Cloudy
